broken_year,industry,location,funded_status,survival_time,cause_of_failure,dataid
2016,Finance,Zhejiang,Series A,551,product mistimed,962
2016,Finance,Beijing,Series A,673,supervision,963
2016,Travel,Shanghai,Series A,735,founder,964
2016,Entertainment,Beijing,Angel Round,1038,lose focus,965
2016,Social Media,Beijing,Angel Round,673,no market need,966
2016,Social Media,Beijing,Angel Round,1130,no market need,967
2016,Local Business,Beijing,Series B,643,no investor interest,968
2016,Local Business,Beijing,Series A,704,burn out,969
2016,Finance,Beijing,Angel Round,459,supervision,970
2016,Social Media,Beijing,Angel Round,671,no business model,971
2016,Entertainment,Zhejiang,Angel Round,763,product mistimed,972
2016,Tool,Beijing,Series A,1067,no business model,973
2016,Entertainment,Guangdong,Angel Round,1159,pivot gone bad,974
2016,Entertainment,Beijing,No Funding,1735,no market need,975
2016,Social Media,Beijing,Series A,1102,legal challenges,976
2016,Tool,Beijing,Angel Round,1466,no business model,977
2016,Entertainment,Beijing,Acquired,1466,pivot gone bad,978
2016,E-Commerce,Beijing,No Funding,517,no market need,979
2016,Social Media,Shanghai,Series A,1466,no market need,980
2016,Enterprise Service,Beijing,No Funding,1461,pivot gone bad,981
2016,Entertainment,Beijing,Angel Round,1102,no business model,982
2016,Finance,Guangdong,Strategic,340,supervision,983
2016,Entertainment,Beijing,Angel Round,288,get outcompeted,984
2016,Local Business,Beijing,Angel Round,1101,no market need,985
2016,Health,Shanghai,No Funding,182,no business model,986
2016,Logistics,Hunan,Series A,365,product mistimed,987
2016,E-Commerce,Beijing,Angel Round,1831,no market need,988
2016,Travel,Shanghai,Series B,1466,no market need,989
2016,Entertainment,Zhejiang,Angel Round,1401,no market need,990
2016,Social Media,Beijing,Angel Round,761,no market need,991
2015,Enterprise Service,Beijing,Series B,2404,ran out of cash,992
2015,Real Estate,Beijing,Series A,2312,get outcompeted,993
2015,E-Commerce,Beijing,No Funding,2039,lose focus,994
2015,Tool,Beijing,Series C,2039,lose focus,995
2015,Tool,Beijing,Series C,2039,lose focus,996
2015,Social Media,Shanghai,Series B,2039,no market need,997
2015,Tool,Beijing,Acquired,2524,pivot gone bad,998
2015,Social Media,Overseas,Acquired,1886,no market need,999
2015,E-Commerce,Shanghai,Series B,2374,pricing/cost issue,1000
2015,Transportation,Shanghai,No Funding,1947,no business model,1001
2015,Local Business,Beijing,Angel Round,1978,poor marketing,1002
2015,E-Commerce,Shanghai,Series B,2100,pricing/cost issue,1003
2015,Tool,Shanghai,No Funding,2190,get outcompeted,1004
2015,Finance,Guangdong,Series A,2404,no business model,1005
2015,New Industry,Overseas,Acquired,2555,poor product,1006
2015,E-Commerce,Guangdong,Series B,2131,get outcompeted,1007
2015,Game,Shanghai,Series A,2100,get outcompeted,1008
2015,Social Media,Beijing,Angel Round,2070,no market need,1009
2015,Game,Beijing,Series A,2131,get outcompeted,1010
2015,Local Business,Zhejiang,No Funding,1886,get outcompeted,1011
2015,Travel,Zhejiang,No Funding,2190,get outcompeted,1012
2015,Education,Beijing,Series A,1947,pricing/cost issue,1013
2015,Hardware,Zhejiang,No Funding,1947,no investor interest,1014
2015,Education,Beijing,Series A,1917,lose focus,1015
2015,Finance,Shanghai,Angel Round,2374,supervision,1016
2015,Health,Beijing,No Funding,1856,no business model,1017
2015,E-Commerce,Shanghai,Series A,2070,ignore customers,1018
2015,Social Media,Guangdong,Series A,2131,pivot gone bad,1019
2015,Finance,Sichuan,Acquired,1917,supervision,1020
2015,Social Media,Shanghai,Series A,2039,pivot gone bad,1021
2015,Marketing,Zhejiang,No Funding,1856,failure to pivot,1022
2015,Game,Guangdong,No Funding,2496,get outcompeted,1023
2015,Game,Guangdong,Series A,2282,get outcompeted,1024
2015,Local Business,Shanghai,Angel Round,1856,no market need,1025
2015,Logistics,Beijing,Series A,2555,product mistimed,1026
2015,E-Commerce,Beijing,Angel Round,2190,no investor interest,1027
2015,Entertainment,Shanghai,Series A,1886,no investor interest,1028
2015,Local Business,Shanghai,Angel Round,2496,get outcompeted,1029
2015,Education,Zhejiang,Series A,2343,no business model,1030
2015,Social Media,Beijing,No Funding,2435,no business model,1031
2015,E-Commerce,Beijing,Angel Round,1978,get outcompeted,1032
2015,Education,Shanghai,Angel Round,2465,poor product,1033
2015,E-Commerce,Shanghai,No Funding,2100,get outcompeted,1034
2015,E-Commerce,Shanghai,Series A,1978,pricing/cost issue,1035
2015,E-Commerce,Guangdong,Series A,1917,pricing/cost issue,1036
2015,Social Media,Beijing,Angel Round,1917,no market need,1037
2015,Entertainment,Guangdong,No Funding,2343,no market need,1038
2015,Logistics,Guangdong,No Funding,1978,pivot gone bad,1039
2015,Travel,Beijing,Acquired,1466,get outcompeted,1040
2015,E-Commerce,Beijing,Angel Round,1100,pricing/cost issue,1041
2015,Real Estate,Guangdong,No Funding,647,no business model,1042
2015,Local Business,Guangdong,No Funding,1346,no business model,1043
2015,Social Media,Beijing,No Funding,1283,no business model,1044
2015,Tool,Beijing,No Funding,1009,no business model,1045
2015,E-Commerce,Heilongjiang,No Funding,736,no business model,1046
2015,Social Media,Beijing,No Funding,1375,no business model,1047
2015,E-Commerce,Sichuan,No Funding,825,no business model,1048
2015,Education,Beijing,Angel Round,1066,no market need,1049
2015,Local Business,Guangdong,No Funding,944,no business model,1050
2015,Transportation,Zhejiang,No Funding,1066,failure to pivot,1051
2015,Real Estate,Guangdong,No Funding,943,get outcompeted,1052
2015,Health,Shanghai,No Funding,1188,no business model,1053
2015,Social Media,Beijing,No Funding,852,product mistimed,1054
2015,Entertainment,Fujian,No Funding,1979,no business model,1055
2015,Tool,Zhejiang,No Funding,1034,no business model,1056
2015,Local Business,Anhui,No Funding,1126,no business model,1057
2015,Education,Guangdong,No Funding,1826,no business model,1058
2015,Finance,Guangdong,No Funding,1034,no business model,1059
2015,E-Commerce,Beijing,No Funding,852,no business model,1060
2015,Education,Jiangsu,No Funding,941,get outcompeted,1061
2015,Travel,Beijing,No Funding,1399,no business model,1062
2015,Social Media,Beijing,No Funding,821,no business model,1063
2015,Social Media,Shanghai,No Funding,634,no market need,1064
2015,Enterprise Service,Hubei,Angel Round,1183,no investor interest,1065
2015,Hardware,Guangdong,Series B,1488,pricing/cost issue,1066
2015,Local Business,Guangdong,Angel Round,634,ran out of cash,1067
2015,Marketing,Zhejiang,No Funding,999,no business model,1068
2015,Social Media,Sichuan,Angel Round,1304,no market need,1069
2015,Tool,Beijing,No Funding,2368,no business model,1070
2015,Tool,Shanghai,No Funding,5687,no business model,1071
2015,Social Media,Beijing,No Funding,1091,no business model,1072
2015,Local Business,Beijing,No Funding,848,no business model,1073
2015,Game,Beijing,No Funding,695,no business model,1074
2015,Finance,Beijing,No Funding,848,no business model,1075
2015,Finance,Beijing,No Funding,938,no business model,1076
2015,Game,Beijing,No Funding,937,no business model,1077
2015,Tool,Shanghai,Angel Round,878,no market need,1078
2015,Game,Hunan,No Funding,1303,pivot gone bad,1079
2015,Enterprise Service,Beijing,No Funding,2217,no business model,1080
2015,E-Commerce,Beijing,No Funding,1364,no business model,1081
2015,Game,Shanghai,No Funding,694,no business model,1082
2015,Game,Shanghai,No Funding,694,no business model,1083
2015,Local Business,Beijing,No Funding,2367,no business model,1084
2015,Entertainment,Guangdong,Angel Round,694,poor marketing,1085
2015,Tool,Guangdong,No Funding,725,no business model,1086
2015,Finance,Shanghai,No Funding,878,no business model,1087
2015,Tool,Zhejiang,No Funding,6204,no business model,1088
2015,Tool,Beijing,No Funding,1029,no business model,1089
2015,Finance,Shanghai,No Funding,1547,no business model,1090
2015,Tool,Beijing,No Funding,1242,product mistimed,1091
2015,Social Media,Shanghai,No Funding,2124,no business model,1092
2015,Finance,Beijing,Series B,1271,product mistimed,1093
2015,Local Business,Beijing,No Funding,1150,no business model,1094
2015,Local Business,Shanghai,No Funding,785,product mistimed,1095
2015,Finance,Hunan,No Funding,724,supervision,1096
2015,Game,Shandong,Angel Round,1150,no business model,1097
2015,Local Business,Henan,No Funding,724,pivot gone bad,1098
2015,Education,Beijing,No Funding,755,no business model,1099
2015,E-Commerce,Beijing,No Funding,1211,no business model,1100
2015,Education,Jiangsu,No Funding,724,product mistimed,1101
2015,Finance,Beijing,No Funding,997,no business model,1102
2015,Enterprise Service,Shanghai,No Funding,1089,pivot gone bad,1103
2015,Enterprise Service,Beijing,No Funding,724,pivot gone bad,1104
2015,Social Media,Shanghai,No Funding,1088,no business model,1105
2015,Finance,Beijing,No Funding,876,supervision,1106
2015,E-Commerce,Beijing,No Funding,2549,no business model,1107
2015,New Industry,Shanghai,No Funding,815,no business model,1108
2015,Tool,Zhejiang,No Funding,1576,no business model,1109
2015,Real Estate,Guangdong,No Funding,631,no business model,1110
2015,New Industry,Shanghai,No Funding,1301,no business model,1111
2015,Social Media,Beijing,No Funding,996,no business model,1112
2015,Finance,Beijing,No Funding,814,no business model,1113
2015,Social Media,Beijing,No Funding,3948,no business model,1114
2015,Finance,Shanghai,Angel Round,1148,no business model,1115
2015,Entertainment,Guangdong,No Funding,1392,pivot gone bad,1116
2015,Health,Beijing,No Funding,814,no business model,1117
2015,E-Commerce,Beijing,No Funding,930,product mistimed,1118
2015,Local Business,Shanghai,Series D,3722,no business model,1119
2015,E-Commerce,Beijing,Angel Round,1436,pricing/cost issue,1120
2015,E-Commerce,Beijing,Angel Round,1129,pricing/cost issue,1121
2015,Education,Taiwan,Series A,976,poor marketing,1122
2015,E-Commerce,Beijing,Series A,1188,no market need,1123
2015,Enterprise Service,Beijing,Acquired,1158,pivot gone bad,1124
2015,E-Commerce,Zhejiang,No Funding,2588,no business model,1125
2015,Local Business,Beijing,Series C,944,no market need,1126
2015,Marketing,Sichuan,No Funding,722,no business model,1127
2015,Real Estate,Zhejiang,Angel Round,1470,pricing/cost issue,1128
2015,E-Commerce,Beijing,Series A,1100,get outcompeted,1129
2015,Enterprise Service,Shanghai,Series A,1831,get outcompeted,1130
2015,Health,Beijing,No Funding,121,no business model,1131
2015,Social Media,Beijing,No Funding,1100,get outcompeted,1132
2015,E-Commerce,Beijing,Series A,1430,no business model,1133
2014,Enterprise Service,Shaanxi,No Funding,2221,pivot gone bad,1134
2014,Game,Sichuan,Series A,2435,ran out of cash,1135
2014,E-Commerce,Shanghai,Series B,2221,get outcompeted,1136
2014,Transportation,Beijing,Series B,2496,get outcompeted,1137
2014,Enterprise Service,Jiangsu,Angel Round,2404,pivot gone bad,1138
2014,Finance,Beijing,No Funding,2556,pivot gone bad,1139
2014,E-Commerce,Anhui,Series B,2556,no market need,1140
2014,Transportation,Guangdong,No Funding,1917,no business model,1141
2014,Game,Guangdong,No Funding,2404,get outcompeted,1142
2014,Social Media,Beijing,No Funding,2465,pivot gone bad,1143
2014,Entertainment,Beijing,No Funding,2465,pivot gone bad,1144
2014,Hardware,Overseas,Series E,2556,poor marketing,1145
2014,Marketing,Fujian,No Funding,1096,no business model,1146
2014,Hardware,Shanghai,Series A,1071,pricing/cost issue,1147
2014,Enterprise Service,Shanghai,No Funding,1160,no business model,1148
2014,E-Commerce,Beijing,No Funding,1157,lose focus,1149
2014,Game,Shanghai,No Funding,1249,no business model,1150
2014,Enterprise Service,Beijing,Series A,1156,get outcompeted,1151
2014,Marketing,Shandong,No Funding,1156,pivot gone bad,1152
2014,E-Commerce,Shanghai,No Funding,2251,no business model,1153
2014,E-Commerce,Zhejiang,No Funding,1214,no business model,1154
2014,Marketing,Beijing,No Funding,1184,no business model,1155
2014,Enterprise Service,Shanghai,No Funding,1153,no business model,1156
2014,Finance,Beijing,No Funding,1395,no business model,1157
2014,E-Commerce,Zhejiang,No Funding,3313,no business model,1158
2014,Social Media,Beijing,No Funding,1213,no business model,1159
2014,Enterprise Service,Beijing,No Funding,1122,no business model,1160
2014,Hardware,Shanghai,No Funding,1302,poor product,1161
2014,Travel,Beijing,No Funding,1029,no business model,1162
2014,Entertainment,Guangdong,No Funding,998,get outcompeted,1163
2014,Travel,Shanghai,Angel Round,1243,no market need,1164
2014,Real Estate,Beijing,No Funding,1150,no business model,1165
2014,Social Media,Shanghai,No Funding,2245,no business model,1166
2014,Entertainment,Fujian,No Funding,1911,no business model,1167
2014,Entertainment,Beijing,No Funding,844,no business model,1168
2014,Transportation,Shanghai,No Funding,749,get outcompeted,1169
2014,Social Media,Sichuan,Angel Round,1008,ignore customers,1170
2014,Education,Shanghai,Angel Round,947,product mistimed,1171
2014,Tool,Beijing,No Funding,1465,no business model,1172
2014,Social Media,Beijing,Series A,977,no market need,1173
2014,Education,Beijing,Series A,1281,no business model,1174
2014,Local Business,Shanghai,Angel Round,947,failure to pivot,1175
2014,Game,Beijing,Angel Round,1008,burn out,1176
2014,Entertainment,Guangdong,Series A,2784,legal challenges,1177
2014,Entertainment,Guangdong,No Funding,380,legal challenges,1178
2014,Hardware,Guangdong,No Funding,623,legal challenges,1179
2014,Enterprise Service,Shanghai,No Funding,1113,pivot gone bad,1180
2014,Marketing,Jiangsu,Angel Round,1101,failure to pivot,1181
2014,E-Commerce,Guangdong,Series B,1826,pivot gone bad,1182
2013,E-Commerce,Beijing,Series B,2222,ran out of cash,1183
2013,Social Media,Beijing,No Funding,2556,no market need,1184
2013,Enterprise Service,Beijing,Angel Round,2436,failure to pivot,1185
2013,Local Business,Shanghai,Series A,2525,no investor interest,1186
2013,Enterprise Service,Beijing,No Funding,1127,no business model,1187
2013,Game,Jiangsu,No Funding,2400,poor marketing,1188
2013,Health,Beijing,No Funding,1061,no business model,1189
2013,E-Commerce,Shanghai,No Funding,514,no business model,1190
2013,Local Business,Fujian,No Funding,969,no market need,1191
2013,Marketing,Shanghai,No Funding,1303,no business model,1192
2013,Travel,Beijing,Series A,1244,no market need,1193
2013,Tool,Beijing,No Funding,1029,no business model,1194
2013,E-Commerce,Shanghai,No Funding,1059,no business model,1195
2013,Game,Beijing,No Funding,1090,no business model,1196
2013,Enterprise Service,Beijing,No Funding,846,pivot gone bad,1197
2013,Tool,Shanghai,Public,4954,no business model,1198
2013,Game,Beijing,No Funding,816,pivot gone bad,1199
2013,Education,Beijing,No Funding,663,no business model,1200
2013,Enterprise Service,Hubei,Angel Round,1495,no market need,1201
2013,Travel,Jiangsu,Series A,1403,no investor interest,1202
2013,Hardware,Zhejiang,Series A,1373,no investor interest,1203
2013,Enterprise Service,Beijing,Series A,1434,get outcompeted,1204
2012,Entertainment,Beijing,Series A,2556,no business model,1205
2012,Local Business,Beijing,NEEQ,2466,pricing/cost issue,1206
2012,Game,Beijing,No Funding,2405,no business model,1207
2012,Social Media,Guangdong,No Funding,2375,pivot gone bad,1208
2012,Social Media,Guangdong,No Funding,2375,pivot gone bad,1209
2012,Entertainment,Beijing,Angel Round,2222,product mistimed,1210
2012,Transportation,Shanghai,Angel Round,2283,no business model,1211
2012,New Industry,Shanghai,Series C,2556,pivot gone bad,1212
2012,Social Media,Zhejiang,No Funding,1010,product mistimed,1213
2012,Entertainment,Zhejiang,No Funding,1152,pivot gone bad,1214
2012,New Industry,Beijing,Series B,4409,ran out of cash,1215
2012,Transportation,Guangdong,No Funding,267,no business model,1216
2012,Enterprise Service,Guangdong,Angel Round,931,ignore customers,1217
2012,Health,Beijing,Series A,977,no market need,1218
2011,Entertainment,Beijing,Acquired,2312,get outcompeted,1219
2011,Travel,Shanghai,Angel Round,2374,pivot gone bad,1220
2011,Hardware,Guangdong,Series A,2404,no investor interest,1221
2011,Health,Beijing,Series A,2374,lose focus,1222
2011,Enterprise Service,Beijing,No Funding,756,no business model,1223
2011,Real Estate,Beijing,No Funding,1424,get outcompeted,1224
2011,Health,Guangdong,No Funding,1271,pivot gone bad,1225
2011,Enterprise Service,Jiangsu,Strategic,784,no investor interest,1226
2011,Entertainment,Fujian,No Funding,692,no business model,1227
2011,Education,Shanghai,Series B,1312,ran out of cash,1228
2010,Entertainment,Beijing,Series B,2251,not the right team,1229
2010,Game,Overseas,Strategic,2343,no market need,1230
2010,Education,Zhejiang,Acquired,1221,pivot gone bad,1231
2010,Game,Shanghai,Series B,907,no market need,1232
2010,Entertainment,Beijing,No Funding,1302,no business model,1233
2010,Social Media,Shanghai,No Funding,1270,pivot gone bad,1234
